created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-02-02T20:03:35Z,1621237920077123600,1621237920077123591,@AdcShiiro NOOOOOOO QUE Y QUE NO,@AdcShiiro NOOOOOOO QUE Y QUE NO,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1621237814191947800,1621237814191947777,2724804908,2724804908,AdcShiiro,,,,NA,FALSE,18,1052,FALSE,NA,FALSE,NA,es,NA,NA,32,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-02T19:11:19Z,1621224765431103500,1621224765431103498,"FINETWORK KOI (LA MEJOR COMPAÑÍA) vs MOVISTAR RIDERS (no es tan buena)

RT Y ENTREN.
https://t.co/cL2WMcjsI6","FINETWORK KOI (LA MEJOR COMPAÑÍA) vs MOVISTAR RIDERS (no es tan buena)

RT Y ENTREN.
https://t.co/cL2WMcjsI6",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2375,5955,FALSE,NA,FALSE,NA,es,FALSE,NA,108,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T22:47:00Z,1620916657295339500,1620916657295339522,https://t.co/ZvHpd01nZo,https://t.co/ZvHpd01nZo,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2361,59334,FALSE,NA,FALSE,NA,zxx,FALSE,NA,0,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T15:00:52Z,162079934769596e4,1620799347695960064,Yo no puedo con Casillas os lo digo de verdad https://t.co/9QMrQVKtuR,Yo no puedo con Casillas os lo digo de verdad https://t.co/9QMrQVKtuR,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,3030,95619,FALSE,NA,FALSE,NA,es,FALSE,NA,45,NA,,1620797036785434600,1620797036785434624,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T00:30:23Z,1620580284763889700,1620580284763889664,Me descojono https://t.co/2TLG4Yn2sT,Me descojono https://t.co/2TLG4Yn2sT,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5602,286931,FALSE,NA,FALSE,NA,es,FALSE,NA,12,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T00:20:22Z,1620577763366412300,1620577763366412289,https://t.co/wuiBUIXiiO,https://t.co/wuiBUIXiiO,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6115,206088,FALSE,NA,FALSE,NA,zxx,FALSE,NA,0,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T20:51:28Z,1620525194065608700,1620525194065608704,@Hales_F1 uwu @illojuan,@Hales_F1 uwu @illojuan,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1620462753118036e3,1620462753118035968,362237876,362237876,Hales_F1,,,,NA,FALSE,152,13739,FALSE,NA,FALSE,NA,und,NA,NA,23,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T19:49:18Z,1620509549873737700,1620509549873737728,Buenas gente como andan ?,Buenas gente como andan ?,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,690,64833,FALSE,NA,FALSE,NA,es,NA,NA,25,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T18:47:26Z,1620493978910220300,1620493978910220293,"@KOI @CUPRA_esp VAMOSSSSSSSSSSSSSSSSS COÑO 

VAMOS PA ARRIBA @BacaMid @sinmivak @Lucker @seazlol @Koldo_LoL @AziadoLoL vamosssssssss","@KOI @CUPRA_esp VAMOSSSSSSSSSSSSSSSSS COÑO 

VAMOS PA ARRIBA @BacaMid @sinmivak @Lucker @seazlol @Koldo_LoL @AziadoLoL vamosssssssss",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1620492962697457700,1620492962697457666,145839961222665e4,1458399612226650114,KOI,,,,NA,FALSE,97,3384,FALSE,NA,FALSE,NA,es,NA,NA,132,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T07:15:49Z,1620319927923257300,1620319927923257344,"@danxmile Hola amiga, aquí lo tengo. Gracias por el regalo, es increíble jajaja me ha hecho mucha ilusión https://t.co/w8VAxJ5gfG","@danxmile Hola amiga, aquí lo tengo. Gracias por el regalo, es increíble jajaja me ha hecho mucha ilusión https://t.co/w8VAxJ5gfG",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1620183653014978600,1620183653014978567,1591528988,1591528988,danxmile,,,,NA,FALSE,98,9315,FALSE,NA,FALSE,NA,es,FALSE,NA,105,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T03:36:27Z,1620264721751605200,1620264721751605249,@CH14_ ❤️❤️❤️,@CH14_ ❤️❤️❤️,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",162021536014549e4,1620215360145489921,618420295,618420295,CH14_,,,,NA,FALSE,11,1380,FALSE,NA,FALSE,NA,und,NA,NA,13,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T22:58:49Z,1620194854063181800,1620194854063181826,Lo de este directo qué ha sido. https://t.co/Jax16sPLY4,Lo de este directo qué ha sido. https://t.co/Jax16sPLY4,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6337,112936,FALSE,NA,FALSE,NA,es,FALSE,NA,31,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T22:05:02Z,1620181316976382e3,1620181316976381952,"Nos volvemos a casa. 

Gracias México por el cariño y el recibimiento, 

No voy a olvidar este viaje en mi vida. Me he sentido extremadamente querido. 

Gracias. ❤️❤️❤️","Nos volvemos a casa. 

Gracias México por el cariño y el recibimiento, 

No voy a olvidar este viaje en mi vida. Me he sentido extremadamente querido. 

Gracias. ❤️❤️❤️",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1999,99480,FALSE,NA,FALSE,NA,es,NA,NA,168,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T19:04:39Z,1620135925513863200,1620135925513863169,"KOI vs SK
@KOI 
@KOIxENG 

JORNADA 6

NOS JUGAMOS MUCHO
https://t.co/cL2WMck0xE https://t.co/A0LD8QgDdi","KOI vs SK
@KOI 
@KOIxENG 

JORNADA 6

NOS JUGAMOS MUCHO
https://t.co/cL2WMck0xE https://t.co/A0LD8QgDdi",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1517,6121,FALSE,NA,FALSE,NA,es,FALSE,NA,79,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T16:40:42Z,1620099698014163e3,1620099698014162946,https://t.co/qkxOM01012,https://t.co/qkxOM01012,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,13029,320322,FALSE,NA,FALSE,NA,zxx,FALSE,NA,0,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T14:10:46Z,1620061965665316900,1620061965665316867,"HABLEMOS DE LOS ESLAND

A LAS 20:00 KOI vs SK.

VEEEEENTEEEE
https://t.co/cL2WMck0xE","HABLEMOS DE LOS ESLAND

A LAS 20:00 KOI vs SK.

VEEEEENTEEEE
https://t.co/cL2WMck0xE",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,178,8104,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T04:07:32Z,1619910156980224e3,1619910156980224000,@ElAlexQuackity acabo de ver esto culero chingon me he puesto así 🥺🥺,@ElAlexQuackity acabo de ver esto culero chingon me he puesto así 🥺🥺,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619753031456927700,1619753031456927744,1415218313647382500,1415218313647382528,ElAlexQuackity,,,,NA,FALSE,927,55636,FALSE,NA,FALSE,NA,es,NA,NA,68,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T02:42:04Z,1619888648870318e3,1619888648870318083,@ElAlexQuackity creo que el doctor slim que tiraron era para ti y no para mí papu ahora te lo doy,@ElAlexQuackity creo que el doctor slim que tiraron era para ti y no para mí papu ahora te lo doy,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,1415218313647382500,1415218313647382528,ElAlexQuackity,,,,NA,FALSE,2082,68921,FALSE,NA,FALSE,NA,es,NA,NA,97,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T02:33:25Z,1619886470894096400,1619886470894096385,https://t.co/jsJOcAXfJp,https://t.co/jsJOcAXfJp,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8631,227435,FALSE,NA,FALSE,NA,zxx,FALSE,NA,0,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T02:31:17Z,1619885934572605400,1619885934572605441,@aguerosergiokun gracias por el apoyo kuni te amo ❤️,@aguerosergiokun gracias por el apoyo kuni te amo ❤️,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6198657234715361e+18,1619865723471536128,139092348,139092348,aguerosergiokun,,,,NA,FALSE,203,32562,FALSE,NA,FALSE,NA,es,NA,NA,52,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T02:18:33Z,1619882730959011800,1619882730959011841,https://t.co/EzcaMo6sA4,https://t.co/EzcaMo6sA4,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7277,193063,FALSE,NA,FALSE,NA,zxx,FALSE,NA,0,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T00:47:31Z,1619859820282273800,1619859820282273792,"Entiendo perfectamente que algunos hubierais preferido a Auron, Juanito o Mariana. Ganase quien ganase para mi estaba bien. Pero no os enfadéis. Si yo solo hago mis movidas y la gente me vota, no puedo hacer nada. El año que viene no me presento jajaja","Entiendo perfectamente que algunos hubierais preferido a Auron, Juanito o Mariana. Ganase quien ganase para mi estaba bien. Pero no os enfadéis. Si yo solo hago mis movidas y la gente me vota, no puedo hacer nada. El año que viene no me presento jajaja",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4516,229774,FALSE,NA,FALSE,NA,es,NA,NA,252,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T00:29:08Z,1619855196221505500,1619855196221505537,"Streamer del año.

Mejor evento del año.

Gracias a todos por el apoyo. Gracias a todos por seguir todas mis aventuras desde hace tantos años. 

Gracias México por ser un país absolutamente increíble. 
❤️❤️❤️❤️ https://t.co/ih08cFmQPG","Streamer del año.

Mejor evento del año.

Gracias a todos por el apoyo. Gracias a todos por seguir todas mis aventuras desde hace tantos años. 

Gracias México por ser un país absolutamente increíble. 
❤️❤️❤️❤️ https://t.co/ih08cFmQPG",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11618,250672,FALSE,NA,FALSE,NA,es,FALSE,NA,210,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T14:25:39Z,1619703323753599e3,1619703323753598976,Vivan las noches de México lindo. https://t.co/fCCSFKylts,Vivan las noches de México lindo. https://t.co/fCCSFKylts,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,4115,101812,FALSE,NA,FALSE,NA,es,FALSE,NA,33,NA,,1619697219921412e3,1619697219921412096,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T14:06:00Z,1619698377788395500,1619698377788395520,@follacamiones24 ¿esto es real?,@follacamiones24 ¿esto es real?,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619697219921412e3,1619697219921412096,1394244760609689600,1394244760609689606,follacamiones24,,,,NA,FALSE,487,52213,FALSE,NA,FALSE,NA,es,NA,NA,31,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T06:18:37Z,1619580755801415700,1619580755801415680,https://t.co/nMmRE6kY8A,https://t.co/nMmRE6kY8A,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,13199,280505,FALSE,NA,FALSE,NA,zxx,FALSE,NA,0,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T21:01:38Z,1619440587584983e3,1619440587584983042,@Tortilla_Land ESTOY EN LA FINAL REPRESENTANDO AL PUEBLO,@Tortilla_Land ESTOY EN LA FINAL REPRESENTANDO AL PUEBLO,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619408891686850600,1619408891686850560,1404546174833549300,1404546174833549314,Tortilla_Land,,,,NA,FALSE,387,31310,FALSE,NA,FALSE,NA,es,NA,NA,56,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T19:07:46Z,1619411930971787300,1619411930971787265,"KOI vs HERETICS.

DÍA HISTÓRICO.
@KOI 
@KOIxENG 

RT O ME VOY.
https://t.co/cL2WMck0xE https://t.co/IU0JJiVayO","KOI vs HERETICS.

DÍA HISTÓRICO.
@KOI 
@KOIxENG 

RT O ME VOY.
https://t.co/cL2WMck0xE https://t.co/IU0JJiVayO",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8380,18562,FALSE,NA,FALSE,NA,es,FALSE,NA,86,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T16:49:14Z,1619377067468128300,1619377067468128256,"PRIMER DIRECTO DESDE MÉXICO 
https://t.co/cL2WMck0xE https://t.co/xOY8p37Fyp","PRIMER DIRECTO DESDE MÉXICO 
https://t.co/cL2WMck0xE https://t.co/xOY8p37Fyp",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1198,69803,FALSE,NA,FALSE,NA,es,FALSE,NA,52,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T15:31:13Z,1619357437567594500,1619357437567594498,@KOI qué ganas la madre que me parió,@KOI qué ganas la madre que me parió,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619349718621896700,1619349718621896706,145839961222665e4,1458399612226650114,KOI,,,,NA,FALSE,70,7750,FALSE,NA,FALSE,NA,es,NA,NA,36,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T01:33:59Z,1619146739927363600,1619146739927363584,"@arigameplays la acabo de ver ahora que he llegado al hotel y la verdad es que tienes razón sjssksks 

te dejo una más real https://t.co/nDv7J3WkAs","@arigameplays la acabo de ver ahora que he llegado al hotel y la verdad es que tienes razón sjssksks 

te dejo una más real https://t.co/nDv7J3WkAs",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1619132196845158400,1619132196845158400,2597010860,2597010860,arigameplays,,,,NA,FALSE,409,29751,FALSE,NA,FALSE,NA,es,FALSE,NA,123,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T00:15:53Z,1619127085464952800,1619127085464952832,YA HEMOS LLEGADO A MÉXICO. https://t.co/Jtm4MScII6,YA HEMOS LLEGADO A MÉXICO. https://t.co/Jtm4MScII6,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,10962,406345,FALSE,NA,FALSE,NA,es,FALSE,NA,26,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T22:32:59Z,1618738800318115800,1618738800318115842,BAILA VINICIUS BAILAAAAAAAA,BAILA VINICIUS BAILAAAAAAAA,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4574,40655,FALSE,NA,FALSE,NA,in,NA,NA,27,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T20:01:18Z,1618700627089166300,1618700627089166336,"FINETWORK KOI vs TEAM HERETICS

SÉ QUE HAY COPA DEL REY

PONTE LAS DOS COSAS
https://t.co/cL2WMck0xE","FINETWORK KOI vs TEAM HERETICS

SÉ QUE HAY COPA DEL REY

PONTE LAS DOS COSAS
https://t.co/cL2WMck0xE",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2995,4977,FALSE,NA,FALSE,NA,es,FALSE,NA,100,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T19:00:31Z,1618685331456561200,1618685331456561153,"1.000 PECES. 

OBJETIVO LOGRADO.

GRACIAS A TODOS POR EL APOYO.
@Tortilla_Land https://t.co/PWrS0Qd7bJ","1.000 PECES. 

OBJETIVO LOGRADO.

GRACIAS A TODOS POR EL APOYO.
@Tortilla_Land https://t.co/PWrS0Qd7bJ",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1521,35707,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T15:09:47Z,1618627266707361800,1618627266707361798,"MINECRAFT EXTREMO

1/3 VIDAS

ESTRENO OUTFIT DE PESCADOR 

21:00 FINETWORK KOI - HERETICS
https://t.co/cL2WMck0xE","MINECRAFT EXTREMO

1/3 VIDAS

ESTRENO OUTFIT DE PESCADOR 

21:00 FINETWORK KOI - HERETICS
https://t.co/cL2WMck0xE",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,101,3412,FALSE,NA,FALSE,NA,ca,FALSE,NA,113,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-26T14:12:18Z,1618612798287925200,1618612798287925250,SOY UN AUTÉNTICO CULERO.,SOY UN AUTÉNTICO CULERO.,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1603,52069,FALSE,NA,FALSE,NA,es,NA,NA,24,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-25T21:39:58Z,1618363070816063500,1618363070816063492,@Tortilla_Land QUE HE QUEDADO MEJOR QUE TÚ EN MINECRAFT JODETE JODETE MUCHO @TheGrefg DIGREFG SIEMPRE GANA MIS COJONES,@Tortilla_Land QUE HE QUEDADO MEJOR QUE TÚ EN MINECRAFT JODETE JODETE MUCHO @TheGrefg DIGREFG SIEMPRE GANA MIS COJONES,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1618355873444921300,1618355873444921347,1404546174833549300,1404546174833549314,Tortilla_Land,,,,NA,FALSE,538,28134,FALSE,NA,FALSE,NA,es,NA,NA,118,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
